rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,selfMade,status,gender,birthDate,lastName,firstName,date,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
1647,1800,healthcare,jin lei & family,68.0,china,beijing,medical equipment,healthcare,china,True,u,m,1954-09-23 00:00:00,jin,lei,2023-04-04 05:01:00,1954.0,9.0,23.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1647,1800,technology,valentin kipyatkov,46.0,cyprus,peyia,software,technology,cyprus,True,d,m,1976-06-05 00:00:00,kipyatkov,valentin,2023-04-04 05:01:00,1976.0,6.0,5.0,102.51,0.3,24564647935,75.9,99.3,80.8,24.5,22.4,1198575.0,35.126413,33.429859
1647,1800,diversified,koo kwang-mo,45.0,south korea,seoul,lg,diversified,south korea,False,u,m,1978-01-23 00:00:00,koo,kwang-mo,2023-04-04 05:01:00,1978.0,1.0,23.0,115.16,0.4,2029000000000,94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922
1647,1800,technology,george kurtz,52.0,united states,paradise valley,security software,technology,united states,True,d,m,1970-10-01 00:00:00,kurtz,george,2023-04-04 05:01:00,1970.0,10.0,1.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1647,1800,sports,joe lacob,67.0,united states,atherton,golden state warriors,sports,united states,True,u,m,1956-01-10 00:00:00,lacob,joe,2023-04-04 05:01:00,1956.0,1.0,10.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1647,1800,technology,joe lau,33.0,united states,stanford,"blockchain, technology",technology,united states,True,d,m,1989-07-01 00:00:00,lau,joe,2023-04-04 05:01:00,1989.0,7.0,1.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1647,1800,diversified,louise lindh,43.0,sweden,stockholm,investments,diversified,sweden,False,u,f,1979-10-20 00:00:00,lindh,louise,2023-04-04 05:01:00,1979.0,10.0,20.0,110.51,1.8,530832908738,67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501
1647,1800,metals & mining,luo yangyong & family,47.0,china,panzhihua,mining,metals & mining,china,True,d,m,1975-06-02 00:00:00,luo,yangyong,2023-04-04 05:01:00,1975.0,6.0,2.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1647,1800,media & entertainment,joao roberto marinho,69.0,brazil,rio de janeiro,media,media & entertainment,brazil,False,d,m,1953-09-16 00:00:00,marinho,joao roberto,2023-04-04 05:01:00,1953.0,9.0,16.0,167.4,3.7,1839758040766,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
1647,1800,media & entertainment,jose roberto marinho,67.0,brazil,rio de janeiro,media,media & entertainment,brazil,False,d,m,1955-12-26 00:00:00,marinho,jose roberto,2023-04-04 05:01:00,1955.0,12.0,26.0,167.4,3.7,1839758040766,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
1647,1800,media & entertainment,roberto irineu marinho,75.0,brazil,rio de janeiro,media,media & entertainment,brazil,False,d,m,1947-10-13 00:00:00,marinho,roberto irineu,2023-04-04 05:01:00,1947.0,10.0,13.0,167.4,3.7,1839758040766,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
1647,1800,healthcare,gary michelson,74.0,united states,los angeles,medical patents,healthcare,united states,True,e,m,1949-01-14 00:00:00,michelson,gary,2023-04-04 05:01:00,1949.0,1.0,14.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1647,1800,technology,robert g. miller,77.0,canada,montreal,electronics components,technology,canada,True,e,m,1945-07-03 00:00:00,miller,robert g.,2023-04-04 05:01:00,1945.0,7.0,3.0,116.76,1.9,1736425629520,68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771
1647,1800,real estate,david mindus,51.0,sweden,stockholm,real estate,real estate,sweden,True,d,m,1972-01-26 00:00:00,mindus,david,2023-04-04 05:01:00,1972.0,1.0,26.0,110.51,1.8,530832908738,67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501
1647,1800,technology,adriaan mol,39.0,netherlands,amsterdam,fintech,technology,netherlands,True,n,m,1984-03-14 00:00:00,mol,adriaan,2023-04-04 05:01:00,1984.0,3.0,14.0,115.91,2.6,909070395161,85.0,104.2,81.8,23.0,41.2,17332850.0,52.132633,5.291266
1647,1800,real estate,mofatraj munot,78.0,india,mumbai,real estate,real estate,india,True,u,m,1944-10-04 00:00:00,munot,mofatraj,2023-04-04 05:01:00,1944.0,10.0,4.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1647,1800,finance & investments,ezra nahmad,77.0,monaco,monte carlo,art,finance & investments,monaco,False,u,m,1945-07-31 00:00:00,nahmad,ezra,2023-04-04 05:01:00,1945.0,7.0,31.0,117.24,2.9,7184844193,65.6,101.8,78.5,9.6,41.2,38964.0,43.7384176,7.4246158
1647,1800,manufacturing,satyanarayan nuwal,70.0,india,nagpur,industrial explosives,manufacturing,india,True,u,m,1952-07-25 00:00:00,nuwal,satyanarayan,2023-04-04 05:01:00,1952.0,7.0,25.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1647,1800,diversified,nihat ozdemir,72.0,turkey,ankara,diversified,diversified,turkey,True,d,m,1950-04-05 00:00:00,ozdemir,nihat,2023-04-04 05:01:00,1950.0,4.0,5.0,234.44,15.2,754411708203,23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322
1647,1800,technology,benjamin zhengmin pan & family,53.0,china,shenzhen,electronics,technology,china,True,d,m,1969-12-01 00:00:00,pan,benjamin zhengmin,2023-04-04 05:01:00,1969.0,12.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1647,1800,media & entertainment,pierre karl péladeau,61.0,canada,montreal,media,media & entertainment,canada,False,e,m,1961-10-16 00:00:00,péladeau,pierre karl,2023-04-04 05:01:00,1961.0,10.0,16.0,116.76,1.9,1736425629520,68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771
1647,1800,finance & investments,ronald perelman,80.0,united states,new york,leveraged buyouts,finance & investments,united states,True,d,m,1943-01-01 00:00:00,perelman,ronald,2023-04-04 05:01:00,1943.0,1.0,1.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1647,1800,technology,olivier pomel,46.0,united states,new york,cloud computing,technology,france,True,d,m,1977-03-26 00:00:00,pomel,olivier,2023-04-04 05:01:00,1977.0,3.0,26.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1647,1800,media & entertainment,krit ratanarak,76.0,thailand,bangkok,"media, real estate",media & entertainment,thailand,False,e,m,1946-04-19 00:00:00,ratanarak,krit,2023-04-04 05:01:00,1946.0,4.0,19.0,113.27,0.7,543649976166,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541
1647,1800,manufacturing,vinod saraf,70.0,india,mumbai,chemicals,manufacturing,india,True,d,m,1952-06-16 00:00:00,saraf,vinod,2023-04-04 05:01:00,1952.0,6.0,16.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1647,1800,metals & mining,anatoly sedykh,58.0,russia,moscow,steel pipes,metals & mining,russia,True,r,m,1964-11-28 00:00:00,sedykh,anatoly,2023-04-04 05:01:00,1964.0,11.0,28.0,180.75,4.5,1699876578871,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
1647,1800,food & beverage,genhuo shao,57.0,china,beijing,agribusiness,food & beverage,china,True,d,m,1965-07-29 00:00:00,shao,genhuo,2023-04-04 05:01:00,1965.0,7.0,29.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1647,1800,energy,shen xiqiang & family,75.0,china,yixing,chemical,energy,china,True,d,m,1948-03-02 00:00:00,shen,xiqiang,2023-04-04 05:01:00,1948.0,3.0,2.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1647,1800,technology,s.d. shibulal,68.0,india,bangalore,software services,technology,india,True,d,m,1955-03-01 00:00:00,shibulal,s.d.,2023-04-04 05:01:00,1955.0,3.0,1.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1647,1800,fashion & retail,suh kyung-bae,60.0,south korea,seoul,cosmetics,fashion & retail,south korea,False,d,m,1963-01-14 00:00:00,suh,kyung-bae,2023-04-04 05:01:00,1963.0,1.0,14.0,115.16,0.4,2029000000000,94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922
1647,1800,manufacturing,sze man bok,73.0,china,jinjiang,hygiene products,manufacturing,china,True,d,m,1950-01-01 00:00:00,sze,man bok,2023-04-04 05:01:00,1950.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1647,1800,logistics,jim thompson,83.0,hong kong,hong kong,logistics,logistics,united states,True,u,m,1940-01-14 00:00:00,thompson,jim,2023-04-04 05:01:00,1940.0,1.0,14.0,117.24,2.9,21427700000000,65.6,101.8,78.5,9.6,41.2,328239523.0,37.09024,10.451526
1647,1800,manufacturing,tran dinh long,62.0,vietnam,hanoi,steel,manufacturing,vietnam,True,d,m,1961-01-01 00:00:00,tran dinh,long,2023-04-04 05:01:00,1961.0,1.0,1.0,163.52,2.8,261921244843,28.5,110.6,75.3,19.1,37.6,96462106.0,14.058324,108.277199
1647,1800,technology,alan trefler,67.0,united states,brookline,software,technology,united states,True,d,m,1956-03-10 00:00:00,trefler,alan,2023-04-04 05:01:00,1956.0,3.0,10.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1647,1800,finance & investments,riaz valani,46.0,united states,malibu,e-cigarettes,finance & investments,united states,True,d,m,1976-09-01 00:00:00,valani,riaz,2023-04-04 05:01:00,1976.0,9.0,1.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1647,1800,technology,pieter van der does,53.0,netherlands,amsterdam,payments software,technology,netherlands,True,d,m,1969-05-01 00:00:00,van der does,pieter,2023-04-04 05:01:00,1969.0,5.0,1.0,115.91,2.6,909070395161,85.0,104.2,81.8,23.0,41.2,17332850.0,52.132633,5.291266
1647,1800,manufacturing,martin viessmann,69.0,germany,allendorf,heating and cooling equipment,manufacturing,germany,False,d,m,1953-10-10 00:00:00,viessmann,martin,2023-04-04 05:01:00,1953.0,10.0,10.0,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
1647,1800,technology,nikil viswanathan,35.0,united states,san francisco,blockchain technology,technology,united states,True,d,m,1987-10-16 00:00:00,viswanathan,nikil,2023-04-04 05:01:00,1987.0,10.0,16.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1647,1800,media & entertainment,todd wagner,62.0,united states,dallas,online media,media & entertainment,united states,True,d,m,1960-08-02 00:00:00,wagner,todd,2023-04-04 05:01:00,1960.0,8.0,2.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1647,1800,technology,evan williams,51.0,united states,san francisco,twitter,technology,united states,True,d,m,1972-03-31 00:00:00,williams,evan,2023-04-04 05:01:00,1972.0,3.0,31.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1647,1800,metals & mining,kie chie wong,75.0,australia,sydney,investments,metals & mining,malaysia,False,u,m,1948-04-04 00:00:00,wong,kie chie,2023-04-04 05:01:00,1948.0,4.0,4.0,119.8,1.6,1392680589329,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
1647,1800,finance & investments,thomas wu,72.0,taiwan,taipei,finance,finance & investments,taiwan,False,d,m,1950-04-11 00:00:00,wu,thomas,2023-04-04 05:01:00,1950.0,4.0,11.0,117.24,2.9,21427700000000,65.6,101.8,78.5,9.6,41.2,328239523.0,37.09024,10.451526
1647,1800,energy,wu yingming,56.0,china,ningde,batteries,energy,china,True,d,m,1967-01-01 00:00:00,wu,yingming,2023-04-04 05:01:00,1967.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1647,1800,healthcare,amy wyss,52.0,united states,wilson,medical equipment,healthcare,united states,False,d,f,1971-01-01 00:00:00,wyss,amy,2023-04-04 05:01:00,1971.0,1.0,1.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1647,1800,real estate,yan zhi,50.0,china,wuhan,real estate,real estate,china,True,d,m,1972-07-01 00:00:00,yan,zhi,2023-04-04 05:01:00,1972.0,7.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1647,1800,manufacturing,alan zekelman,60.0,united states,bloomfield hills,steel,manufacturing,canada,False,u,m,1962-10-01 00:00:00,zekelman,alan,2023-04-04 05:01:00,1962.0,10.0,1.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1647,1800,real estate,zhang li,70.0,china,guangzhou,real estate,real estate,china,True,d,m,1953-01-01 00:00:00,zhang,li,2023-04-04 05:01:00,1953.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1725,1700,sports,amy adams strunk,67.0,united states,nashville,tennessee titans,sports,united states,False,n,f,1955-09-29 00:00:00,adams strunk,amy,2023-04-04 05:01:00,1955.0,9.0,29.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1725,1700,finance & investments,marc andreessen,51.0,united states,atherton,venture capital investing,finance & investments,united states,True,e,m,1971-07-09 00:00:00,andreessen,marc,2023-04-04 05:01:00,1971.0,7.0,9.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1725,1700,metals & mining,giovanni arvedi,85.0,italy,cremona,steel,metals & mining,italy,True,n,m,1937-08-28 00:00:00,arvedi,giovanni,2023-04-04 05:01:00,1937.0,8.0,28.0,110.62,0.6,2001244392042,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
1725,1700,real estate,lesley bamberger,57.0,netherlands,amsterdam,real estate,real estate,netherlands,False,u,m,1965-06-03 00:00:00,bamberger,lesley,2023-04-04 05:01:00,1965.0,6.0,3.0,115.91,2.6,909070395161,85.0,104.2,81.8,23.0,41.2,17332850.0,52.132633,5.291266
1725,1700,media & entertainment,bang si-hyuk,50.0,south korea,seoul,entertainment,media & entertainment,south korea,True,d,m,1972-08-09 00:00:00,bang,si-hyuk,2023-04-04 05:01:00,1972.0,8.0,9.0,115.16,0.4,2029000000000,94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922
1725,1700,finance & investments,david booth,77.0,united states,austin,mutual funds,finance & investments,united states,True,e,m,1946-01-01 00:00:00,booth,david,2023-04-04 05:01:00,1946.0,1.0,1.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1725,1700,technology,jim breyer,61.0,united states,austin,venture capital,technology,united states,True,d,m,1961-07-26 00:00:00,breyer,jim,2023-04-04 05:01:00,1961.0,7.0,26.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1725,1700,manufacturing,kommer damen,79.0,netherlands,gorinchem,shipbuilding,manufacturing,netherlands,False,d,m,1944-03-30 00:00:00,damen,kommer,2023-04-04 05:01:00,1944.0,3.0,30.0,115.91,2.6,909070395161,85.0,104.2,81.8,23.0,41.2,17332850.0,52.132633,5.291266
1725,1700,food & beverage,carl desantis,83.0,united states,delray beach,energy drink,food & beverage,united states,True,u,m,1939-07-19 00:00:00,desantis,carl,2023-04-04 05:01:00,1939.0,7.0,19.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1725,1700,finance & investments,marek dospiva,53.0,czech republic,prague,investments,finance & investments,czech republic,True,u,m,1969-07-18 00:00:00,dospiva,marek,2023-04-04 05:01:00,1969.0,7.0,18.0,116.48,2.8,246489245495,64.1,100.7,79.0,14.9,46.1,10669709.0,49.817492,15.472962
1725,1700,healthcare,keith dunleavy & family,53.0,united states,annapolis,health it,healthcare,united states,True,e,m,1969-06-25 00:00:00,dunleavy,keith,2023-04-04 05:01:00,1969.0,6.0,25.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1725,1700,finance & investments,john elkann,47.0,italy,turin,"fiat, investments",finance & investments,italy,False,d,m,1976-01-04 00:00:00,elkann,john,2023-04-04 05:01:00,1976.0,1.0,4.0,110.62,0.6,2001244392042,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
1725,1700,automotive,francois feuillet & family,74.0,france,paris,"motorhomes, rvs",automotive,france,False,d,m,1949-01-01 00:00:00,feuillet,francois,2023-04-04 05:01:00,1949.0,1.0,1.0,110.05,1.1,2715518274227,65.6,102.5,82.5,24.2,60.7,67059887.0,46.227638,2.213749
1725,1700,media & entertainment,yasuhiro fukushima,75.0,japan,tokyo,video games,media & entertainment,japan,True,d,m,1947-08-18 00:00:00,fukushima,yasuhiro,2023-04-04 05:01:00,1947.0,8.0,18.0,105.48,0.5,5081769542380,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924
1725,1700,finance & investments,mario gabelli,81.0,united states,greenwich,money management,finance & investments,united states,True,d,m,1942-03-31 00:00:00,gabelli,mario,2023-04-04 05:01:00,1942.0,3.0,31.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1725,1700,finance & investments,rolf gerling,68.0,switzerland,zurich,insurance,finance & investments,germany,False,e,m,1954-12-15 00:00:00,gerling,rolf,2023-04-04 05:01:00,1954.0,12.0,15.0,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
1725,1700,real estate,john goff,67.0,united states,fort worth,real estate,real estate,united states,True,u,m,1955-08-26 00:00:00,goff,john,2023-04-04 05:01:00,1955.0,8.0,26.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1725,1700,fashion & retail,alexandre grendene bartelle,73.0,brazil,porto alegre,shoes,fashion & retail,brazil,True,d,m,1950-01-23 00:00:00,grendene bartelle,alexandre,2023-04-04 05:01:00,1950.0,1.0,23.0,167.4,3.7,1839758040766,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
1725,1700,fashion & retail,gerry harvey,83.0,australia,sydney,retail,fashion & retail,australia,True,d,m,1939-09-18 00:00:00,harvey,gerry,2023-04-04 05:01:00,1939.0,9.0,18.0,119.8,1.6,1392680589329,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
1725,1700,technology,he zhaoxi,49.0,china,shenzhen,software,technology,china,True,e,m,1974-01-01 00:00:00,he,zhaoxi,2023-04-04 05:01:00,1974.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1725,1700,real estate,william heinecke,73.0,thailand,bangkok,hotels,real estate,thailand,True,e,m,1949-06-04 00:00:00,heinecke,william,2023-04-04 05:01:00,1949.0,6.0,4.0,113.27,0.7,543649976166,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541
1725,1700,finance & investments,jay hennick,66.0,canada,toronto,real estate finance,finance & investments,canada,True,d,m,1957-01-20 00:00:00,hennick,jay,2023-04-04 05:01:00,1957.0,1.0,20.0,116.76,1.9,1736425629520,68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771
1725,1700,manufacturing,ilkka herlin,64.0,finland,helsinki,"elevators, escalators",manufacturing,finland,False,u,m,1959-01-01 00:00:00,herlin,ilkka,2023-04-04 05:01:00,1959.0,1.0,1.0,112.33,1.0,268761201365,88.2,100.2,81.7,20.8,36.6,5520314.0,61.92411,25.748151
1725,1700,real estate,asok kumar hiranandani,68.0,singapore,singapore,real estate,real estate,singapore,False,u,m,1954-11-28 00:00:00,hiranandani,asok kumar,2023-04-04 05:01:00,1954.0,11.0,28.0,114.41,0.6,372062527489,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
1725,1700,finance & investments,hal jackman,90.0,canada,toronto,"insurance, investments",finance & investments,canada,True,d,m,1932-06-10 00:00:00,jackman,hal,2023-04-04 05:01:00,1932.0,6.0,10.0,116.76,1.9,1736425629520,68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771
1725,1700,manufacturing,pavan jain,71.0,india,delhi,chemicals,manufacturing,india,False,n,m,1951-05-17 00:00:00,jain,pavan,2023-04-04 05:01:00,1951.0,5.0,17.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1725,1700,real estate,keeree kanjanapas,72.0,thailand,bangkok,transportation,real estate,thailand,True,d,m,1950-10-18 00:00:00,kanjanapas,keeree,2023-04-04 05:01:00,1950.0,10.0,18.0,113.27,0.7,543649976166,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541
1725,1700,healthcare,osman kibar,52.0,united states,la jolla,biotech,healthcare,united states,True,d,m,1971-04-01 00:00:00,kibar,osman,2023-04-04 05:01:00,1971.0,4.0,1.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1725,1700,fashion & retail,kim chang-soo,62.0,south korea,seoul,apparel,fashion & retail,south korea,True,d,m,1961-04-01 00:00:00,kim,chang-soo,2023-04-04 05:01:00,1961.0,4.0,1.0,115.16,0.4,2029000000000,94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922
1725,1700,fashion & retail,mustafa kucuk,59.0,turkey,istanbul,fashion retail,fashion & retail,turkey,True,u,m,1963-06-03 00:00:00,kucuk,mustafa,2023-04-04 05:01:00,1963.0,6.0,3.0,234.44,15.2,754411708203,23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322
1725,1700,real estate,christopher kwok,37.0,hong kong,hong kong,real estate,real estate,hong kong,False,u,m,1986-04-01 00:00:00,kwok,christopher,2023-04-04 05:01:00,1986.0,4.0,1.0,117.24,2.9,21427700000000,65.6,101.8,78.5,9.6,41.2,328239523.0,37.09024,10.451526
1725,1700,real estate,edward kwok,42.0,hong kong,hong kong,real estate,real estate,hong kong,False,u,m,1981-04-01 00:00:00,kwok,edward,2023-04-04 05:01:00,1981.0,4.0,1.0,117.24,2.9,21427700000000,65.6,101.8,78.5,9.6,41.2,328239523.0,37.09024,10.451526
